CUSIP Number,SEDOL Number,Local Currency Code,Trade Country Name,Security Name,Security Description,Maturity Date,Interest Rate,Original Face,Shares/Par Value,Base Market Value,Base Total Cost,Base Unrealized Gain/Loss,Base Accrued Interest,Local Market Value,Local Total Cost Amount,Local Unrealized Gain/Loss,Local Accrued Interest,Period End Date,Asset Class,Investment Type Name,Major Industry Name,Minor Industry Name,Moody's Quality Rating,S and P Quality Rating,Direct/Group Trust Holding
'031162BU3,'BMPQNQ3,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,2.2%   22 May 2019,5/22/19,2.2,0,250000,251530,252665,-1135,595.83,251530,252665,-1135,595.83,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,A,Direct
'031162BM1,'B4PTZS2,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,3.875%   15 Nov 2021,11/15/21,3.875,0,290000,305674.5,312930.3,-7255.8,1435.9,305674.5,312930.3,-7255.8,1435.9,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,A,Direct
'031162CF5,'BDRVZ12,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,4.663%   15 Jun 2051,6/15/51,4.663,0,325000,344223.75,329683.2,14540.55,673.54,344223.75,329683.2,14540.55,673.54,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,A,Direct
'031162CD0,'BDR5CM4,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,4.563%   15 Jun 2048,6/15/48,4.563,0,678000,713364.48,681370.11,31994.37,1374.98,713364.48,681370.11,31994.37,1374.98,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,A,Direct
'031162BW9,'BWTM3C3,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,2.125%   01 May 2020,5/1/20,2.125,0,700000,701043,699475,1568,2479.17,701043,699475,1568,2479.17,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,A,Direct
'031652BG4,'B9GRNL9,USD,UNITED STATES OF AMERICA (THE),AMKOR TECHNOLOGY INC,6.375%   01 Oct 2022,10/1/22,6.375,0,240000,249900,237300,12600,3825,249900,237300,12600,3825,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,B1,BB,Direct
'00175PAA1,'BZ1HLK1,USD,UNITED STATES OF AMERICA (THE),AMN HEALTHCARE INC,5.125%   01 Oct 2024,10/1/24,5.125,0,150000,151875,150000,1875,1921.87,151875,150000,1875,1921.87,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,B+,Direct
'86358RW45,'BYVK943,USD,UNITED STATES OF AMERICA (THE),AMORTIZING RESIDENTIAL COLLATE,1%   25 Jul 2032,7/25/32,1.79611,2000000,25068.13,23923.85,25902.72,-1978.87,6.25,23923.85,25902.72,-1978.87,6.25,6/30/17,FIXED INCOME,OTHER ASSET BACKED,CMO,WHOLE LOAN CMOS,Aa3,AAA,Direct
'032177AE7,'BJZD954,USD,UNITED STATES OF AMERICA (THE),AMSTED INDUSTRIES,5%   15 Mar 2022,3/15/22,5,0,2260000,2333450,2260000,73450,33272.22,2333450,2260000,73450,33272.22,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB,Direct
'032511BG1,'B57KSG9,USD,UNITED STATES OF AMERICA (THE),ANADARKO PETROLEUM CORP,7.95%   15 Jun 2039,6/15/39,7.95,0,50000,62942,49187.5,13754.5,176.67,62942,49187.5,13754.5,176.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba1,BBB,Direct
'03280FAD3,',USD,UNITED STATES OF AMERICA (THE),ANCESTRY COM OPERATIONS INC,1%   19 Oct 2024,10/19/24,0,0,76500,78444.25,75739.27,2704.98,0,78444.25,75739.27,2704.98,0,6/30/17,FIXED INCOME,BANK LOAN,BANK LOAN,BANK LOAN,,,Direct
'03280FAH4,',USD,UNITED STATES OF AMERICA (THE),ANCESTRY COM OPERATIONS INC,1%   19 Oct 2023,10/19/23,0,0,94050,94657.09,93583.96,1073.13,0,94657.09,93583.96,1073.13,0,6/30/17,FIXED INCOME,BANK LOAN,BANK LOAN,BANK LOAN,,,Direct
'88160QAL7,'BYP9P04,USD,UNITED STATES OF AMERICA (THE),ANDEAVOR LOGIS LP/CORP,6.25%   15 Oct 2022,10/15/22,6.25,0,150000,159375,150000,9375,1979.17,159375,150000,9375,1979.17,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Ba3,BB+,Direct
'034863AB6,'B8BVYP0,USD,UNITED STATES OF AMERICA (THE),ANGLO AMERICAN CAPITAL,9.375%   08 Apr 2019,4/8/19,9.375,0,200000,223750,225500,-1750,4322.92,223750,225500,-1750,4322.92,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Ba1,BB+,Direct
'035242AN6,'BYMLGZ5,USD,UNITED STATES OF AMERICA (THE),ANHEUSER BUSCH INBEV FIN,4.9%   01 Feb 2046,2/1/46,4.9,0,90000,101577.6,89788.5,11789.1,1837.5,101577.6,89788.5,11789.1,1837.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,A3,A-,Direct
'035242AL0,'BYMLHV8,USD,UNITED STATES OF AMERICA (THE),ANHEUSER BUSCH INBEV FIN,3.3%   01 Feb 2023,2/1/23,3.3,0,139000,143132.47,143008.76,123.71,1911.25,143132.47,143008.76,123.71,1911.25,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,A3,A-,Direct
'035242AM8,'BYMLCL3,USD,UNITED STATES OF AMERICA (THE),ANHEUSER BUSCH INBEV FIN,4.7%   01 Feb 2036,2/1/36,4.7,0,500000,550320,495830,54490,9791.67,550320,495830,54490,9791.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,A3,A-,Direct
'035242AJ5,'BYW89Z7,USD,UNITED STATES OF AMERICA (THE),ANHEUSER BUSCH INBEV FIN,2.65%   01 Feb 2021,2/1/21,2.65,0,750000,760057.5,759187.5,870,8281.25,760057.5,759187.5,870,8281.25,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,A3,A-,Direct
'035242AM8,'BYMLCL3,USD,UNITED STATES OF AMERICA (THE),ANHEUSER BUSCH INBEV FIN,4.7%   01 Feb 2036,2/1/36,4.7,0,955000,1051111.2,994774.86,56336.34,18702.08,1051111.2,994774.86,56336.34,18702.08,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,A3,A-,Direct
'035287AE1,'BQXTWW1,USD,UNITED STATES OF AMERICA (THE),ANIXTER INC,5.125%   01 Oct 2021,10/1/21,5.125,0,250000,266250,250625,15625,3203.12,266250,250625,15625,3203.12,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB,Direct
'035287AG6,'BYQNMG0,USD,UNITED STATES OF AMERICA (THE),ANIXTER INC,5.5%   01 Mar 2023,3/1/23,5.5,0,500000,534375,500000,34375,9166.67,534375,500000,34375,9166.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB,Direct
'922WLA901,',USD,UNITED STATES OF AMERICA (THE),EMMES INTERBOROUGH FUND LLC,,,0,0,9570443.27,12065859.79,9570443.27,2495416.52,0,12065859.79,9570443.27,2495416.52,0,6/30/17,EQUITY,LMTD PARTNRSHIP UNTS,CASH EQUIVALENT,CASH EQUIVALENT,,,Direct
'035287AD3,'B8CY8B2,USD,UNITED STATES OF AMERICA (THE),ANIXTER INC,5.625%   01 May 2019,5/1/19,5.625,0,650000,684125,672950,11175,6093.75,684125,672950,11175,6093.75,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB,Direct
'03690AAA4,'BYVC693,USD,UNITED STATES OF AMERICA (THE),ANTERO MIDSTREAM PART/FI,5.375%   15 Sep 2024,9/15/24,5.375,0,150000,153375,150000,3375,2373.96,153375,150000,3375,2373.96,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,B1,BB,Direct
'03674XAC0,'BW39G98,USD,UNITED STATES OF AMERICA (THE),ANTERO RESOURCES CORP,5.125%   01 Dec 2022,12/1/22,5.125,0,90000,90196.2,85950,4246.2,384.38,90196.2,85950,4246.2,384.38,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Ba3,BB,Direct
'03674XAF3,'BYZ0MQ2,USD,UNITED STATES OF AMERICA (THE),ANTERO RESOURCES CORP,5.625%   01 Jun 2023,6/1/23,5.625,0,560000,567000,535962.5,31037.5,2625.01,567000,535962.5,31037.5,2625.01,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Ba3,BB,Direct
'03674PAL7,'BMMV231,USD,UNITED STATES OF AMERICA (THE),ANTERO RESOURCES CORP,5.375%   01 Nov 2021,11/1/21,5.375,0,975000,984750,953462.5,31287.5,8734.38,984750,953462.5,31287.5,8734.38,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Ba3,BB,Direct
'94973VBF3,'BCSCZN9,USD,UNITED STATES OF AMERICA (THE),ANTHEM INC,5.1%   15 Jan 2044,1/15/44,5.1,0,35000,40496.4,37913.4,2583,823.08,40496.4,37913.4,2583,823.08,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa2,A,Direct
'94973VAY3,'B87XCP6,USD,UNITED STATES OF AMERICA (THE),ANTHEM INC,4.625%   15 May 2042,5/15/42,4.625,0,115000,124151.7,114185.8,9965.9,679.62,124151.7,114185.8,9965.9,679.62,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa2,A,Direct
'037411AY1,'B434WV1,USD,UNITED STATES OF AMERICA (THE),APACHE CORP,5.25%   01 Feb 2042,2/1/42,5.25,0,100000,104821,100048,4773,2187.5,104821,100048,4773,2187.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa3,BBB,Direct
'037411BD6,'B99HWJ7,USD,UNITED STATES OF AMERICA (THE),APACHE CORP,2.625%   15 Jan 2023,1/15/23,2.625,0,250000,244000,235202.5,8797.5,3026.04,244000,235202.5,8797.5,3026.04,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Baa3,BBB,Direct
'037735CV7,'BXPB5R0,USD,UNITED STATES OF AMERICA (THE),APPALACHIAN POWER CO,4.45%   01 Jun 2045,6/1/45,4.45,0,150000,161359.5,148915.5,12444,556.25,161359.5,148915.5,12444,556.25,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Baa1,A-,Direct
'037735CW5,'BYZMJS9,USD,UNITED STATES OF AMERICA (THE),APPALACHIAN POWER CO,3.3%   01 Jun 2027,6/1/27,3.3,0,150000,151909.5,149235,2674.5,687.5,151909.5,149235,2674.5,687.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Baa1,A-,Direct
'037833CM0,'BD897D1,USD,UNITED STATES OF AMERICA (THE),APPLE INC,2.5%   09 Feb 2022,2/9/22,2.5,0,105000,105930.3,106799.7,-869.4,1035.42,105930.3,106799.7,-869.4,1035.42,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833CH1,'BDVPX83,USD,UNITED STATES OF AMERICA (THE),APPLE INC,4.25%   09 Feb 2047,2/9/47,4.25,0,120000,127274.4,119757.6,7516.8,2011.67,127274.4,119757.6,7516.8,2011.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833CD0,'BDCWWV9,USD,UNITED STATES OF AMERICA (THE),APPLE INC,3.85%   04 Aug 2046,8/4/46,3.85,0,180000,179877.6,187720.2,-7842.6,2829.75,179877.6,187720.2,-7842.6,2829.75,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833AY6,'BVVCSG3,USD,UNITED STATES OF AMERICA (THE),APPLE INC,2.15%   09 Feb 2022,2/9/22,2.15,0,280000,278171.6,279480.69,-1309.09,2374.56,278171.6,279480.69,-1309.09,2374.56,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833BS8,'BYN2GP7,USD,UNITED STATES OF AMERICA (THE),APPLE INC,2.25%   23 Feb 2021,2/23/21,2.25,0,875000,880801.25,885996.25,-5195,7000,880801.25,885996.25,-5195,7000,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833CU2,'BD3N0X9,USD,UNITED STATES OF AMERICA (THE),APPLE INC,2.85%   11 May 2024,5/11/24,2.85,0,1020000,1024947,1019031,5916,4037.5,1024947,1019031,5916,4037.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833CS7,'BDVKC47,USD,UNITED STATES OF AMERICA (THE),APPLE INC,1.8%   11 May 2020,5/11/20,1.8,0,1325000,1324231.5,1326205.75,-1974.25,3312.5,1324231.5,1326205.75,-1974.25,3312.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'037833BA7,'BVVCSF2,USD,UNITED STATES OF AMERICA (THE),APPLE INC,3.45%   09 Feb 2045,2/9/45,3.45,0,3000000,2818980,2867880,-48900,40825,2818980,2867880,-48900,40825,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Aa1,AA+,Direct
'038522AK4,'BYT2C19,USD,UNITED STATES OF AMERICA (THE),ARAMARK SERVICES INC,5.125%   15 Jan 2024,1/15/24,5.125,0,450000,473062.5,450000,23062.5,10634.38,473062.5,450000,23062.5,10634.38,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB+,Direct
'00206RCQ3,'BX2H2X6,USD,UNITED STATES OF AMERICA (THE),AT+T INC,4.75%   15 May 2046,5/15/46,4.75,0,220000,215732,209487.87,6244.13,1335.28,215732,209487.87,6244.13,1335.28,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'03939CAA1,'BDDW8L0,USD,UNITED STATES OF AMERICA (THE),ARCH CAPITAL FINANCE LLC,4.011%   15 Dec 2026,12/15/26,4.011,0,95000,97998.2,95000,2998.2,169.35,97998.2,95000,2998.2,169.35,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Baa1,A-,Direct
'03938JAA7,'BH6Y3Z0,USD,UNITED STATES OF AMERICA (THE),ARCH CAPITAL GRP US INC,5.144%   01 Nov 2043,11/1/43,5.144,0,100000,112848,100000,12848,857.33,112848,100000,12848,857.33,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Baa1,A-,Direct
'03969AAL4,'BYXJZB7,USD,UNITED STATES OF AMERICA (THE),ARDAGH PKG FIN/HLDGS USA,6%   15 Feb 2025,2/15/25,6,0,200000,210000,200000,10000,5033.33,210000,200000,10000,5033.33,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,B3,B,Direct
'03969AAJ9,'BD076G9,USD,UNITED STATES OF AMERICA (THE),ARDAGH PKG FIN/HLDGS USA,7.25%   15 May 2024,5/15/24,7.25,0,400000,437500,400000,37500,3705.56,437500,400000,37500,3705.56,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,B3,B,Direct
'040555CN2,'B546Q33,USD,UNITED STATES OF AMERICA (THE),ARIZONA PUBLIC SERVICE,4.5%   01 Apr 2042,4/1/42,4.5,0,90000,98300.7,89780.58,8520.12,1012.5,98300.7,89780.58,8520.12,1012.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,A2,A-,Direct
'042735BB5,'B9927N1,USD,UNITED STATES OF AMERICA (THE),ARROW ELECTRONICS INC,3%   01 Mar 2018,3/1/18,3,0,75000,75535.5,74610.75,924.75,750,75535.5,74610.75,924.75,750,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa3,BBB-,Direct
'04318AAA4,'BVKDJN1,USD,UNITED STATES OF AMERICA (THE),ARUBA INVESTMENTS INC,8.75%   15 Feb 2023,2/15/23,8.75,0,390000,402675,390000,12675,12891.67,402675,390000,12675,12891.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Caa1,CCC+,Direct
'043436AN4,'BVV2G14,USD,UNITED STATES OF AMERICA (THE),ASBURY AUTOMOTIVE GROUP,6%   15 Dec 2024,12/15/24,6,0,250000,254375,250000,4375,666.67,254375,250000,4375,666.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,B1,BB,Direct
'04349TAF5,',USD,UNITED STATES OF AMERICA (THE),ASCENA RETAIL GROUP INC.,1%   21 Aug 2022,8/21/22,0,0,585683.52,494536.52,565308.89,-70772.37,0,494536.52,565308.89,-70772.37,0,6/30/17,FIXED INCOME,BANK LOAN,BANK LOAN,BANK LOAN,,,Direct
'04364VAA1,'BYQ1XQ1,USD,UNITED STATES OF AMERICA (THE),ASCENT RESOURCES/ARU FIN,10%   01 Apr 2022,4/1/22,10,0,150000,150000,150000,0,3583.33,150000,150000,0,3583.33,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,B3,B-,Direct
'044209AM6,'BDT2D86,USD,UNITED STATES OF AMERICA (THE),ASHLAND LLC,6.875%   15 May 2043,5/15/43,6.875,0,100000,108500,100000,8500,878.47,108500,100000,8500,878.47,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Ba3,BB-,Direct
'045167AY9,',USD,UNITED STATES OF AMERICA (THE),ASIAN DEVELOPMENT BANK,5.593%   16 Jul 2018,7/16/18,5.593,0,460000,477949.2,481302.6,-3353.4,11791.91,477949.2,481302.6,-3353.4,11791.91,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,SUPRANATIONAL,Aaa,AAA,Direct
'046353AK4,'BYQNQ80,USD,UNITED STATES OF AMERICA (THE),ASTRAZENECA PLC,2.375%   16 Nov 2020,11/16/20,2.375,0,1250000,1257187.5,1263450,-6262.5,3710.94,1257187.5,1263450,-6262.5,3710.94,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,A3,A-,Direct
'04649VAS9,',USD,UNITED STATES OF AMERICA (THE),ASURION LLC,1%   03 Nov 2023,11/3/23,0,0,45551.18,45864.34,45551.18,313.16,0,45864.34,45551.18,313.16,0,6/30/17,FIXED INCOME,BANK LOAN,BANK LOAN,BANK LOAN,,,Direct
'04649VAR1,',USD,UNITED STATES OF AMERICA (THE),ASURION LLC,1%   04 Aug 2022,8/4/22,0,0,224670.45,226003.87,223547.09,2456.78,0,226003.87,223547.09,2456.78,0,6/30/17,FIXED INCOME,BANK LOAN,BANK LOAN,BANK LOAN,,,Direct
'00206RDH2,'BYY3Z96,USD,UNITED STATES OF AMERICA (THE),AT+T INC,5.15%   15 Mar 2042,3/15/42,5.15,0,5000,5105.95,4851.6,254.35,75.82,5105.95,4851.6,254.35,75.82,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RDS8,'BDCL4K9,USD,UNITED STATES OF AMERICA (THE),AT+T INC,5.45%   01 Mar 2047,3/1/47,5.45,0,35000,37678.55,36036.7,1641.85,752.4,37678.55,36036.7,1641.85,752.4,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RDR0,'BDCL4L0,USD,UNITED STATES OF AMERICA (THE),AT+T INC,5.25%   01 Mar 2037,3/1/37,5.25,0,40000,42615.2,39811.6,2803.6,828.33,42615.2,39811.6,2803.6,828.33,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RCP5,'BX2KBF0,USD,UNITED STATES OF AMERICA (THE),AT+T INC,4.5%   15 May 2035,5/15/35,4.5,0,60000,59027.4,59826.6,-799.2,345,59027.4,59826.6,-799.2,345,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RDF6,'BD20MH9,USD,UNITED STATES OF AMERICA (THE),AT+T INC,6%   15 Aug 2040,8/15/40,6,0,120000,135499.2,126751.2,8748,2720,135499.2,126751.2,8748,2720,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RAZ5,'B6QV183,USD,UNITED STATES OF AMERICA (THE),AT+T INC,3.875%   15 Aug 2021,8/15/21,3.875,0,215000,224447.1,214365.75,10081.35,3147.36,224447.1,214365.75,10081.35,3147.36,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RDF6,'BD20MH9,USD,UNITED STATES OF AMERICA (THE),AT+T INC,6%   15 Aug 2040,8/15/40,6,0,250000,282290,264065,18225,5666.67,282290,264065,18225,5666.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RCG5,'BN8KPY1,USD,UNITED STATES OF AMERICA (THE),AT+T INC,4.8%   15 Jun 2044,6/15/44,4.8,0,575000,569848,576971.2,-7123.2,1226.67,569848,576971.2,-7123.2,1226.67,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RCN0,'BX2KBD8,USD,UNITED STATES OF AMERICA (THE),AT+T INC,3.4%   15 May 2025,5/15/25,3.4,0,610000,599684.9,609790.57,-10105.67,2650.11,599684.9,609790.57,-10105.67,2650.11,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'00206RDH2,'BYY3Z96,USD,UNITED STATES OF AMERICA (THE),AT+T INC,5.15%   15 Mar 2042,3/15/42,5.15,0,750000,765892.5,727740,38152.5,11372.92,765892.5,727740,38152.5,11372.92,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Baa1,BBB+,Direct
'049560AN5,'BF4SN38,USD,UNITED STATES OF AMERICA (THE),ATMOS ENERGY CORP,3%   15 Jun 2027,6/15/27,3,0,200000,198670,199450,-780,383.33,198670,199450,-780,383.33,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,A2,A,Direct
'04964VAA5,'BLP68M7,USD,UNITED STATES OF AMERICA (THE),ATRIUM WINDOWS + DOORS,7.75%   01 May 2019,5/1/19,7.75,0,530000,527350,524562.2,2787.8,6845.83,527350,524562.2,2787.8,6845.83,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Caa1,B-,Direct
'05253JAM3,'BYQ6F15,USD,UNITED STATES OF AMERICA (THE),AUST + NZ BANKING GRP NY,2.3%   01 Jun 2021,6/1/21,2.3,0,500000,497185,507590,-10405,958.33,497185,507590,-10405,958.33,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Aa3,AA-,Direct
'053332AS1,'BWY4YH6,USD,UNITED STATES OF AMERICA (THE),AUTOZONE INC,2.5%   15 Apr 2021,4/15/21,2.5,0,100000,99739,99962,-223,527.78,99739,99962,-223,527.78,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Baa1,BBB,Direct
'053773BB2,'BD6SYC8,USD,UNITED STATES OF AMERICA (THE),AVIS BUDGET CAR/FINANCE,6.375%   01 Apr 2024,4/1/24,6.375,0,125000,124687.5,124687.5,0,1992.18,124687.5,124687.5,0,1992.18,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,B1,BB-,Direct
'053773AY3,'BMNDKV0,USD,UNITED STATES OF AMERICA (THE),AVIS BUDGET CAR/FINANCE,5.125%   01 Jun 2022,6/1/22,5.125,0,150000,148500,142500,6000,640.62,148500,142500,6000,640.62,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,B1,BB-,Direct
'05463HAA9,'BG48NX5,USD,UNITED STATES OF AMERICA (THE),AXIS SPECIALTY FINANCE,5.875%   01 Jun 2020,6/1/20,5.875,0,100000,109152,99624,9528,489.58,109152,99624,9528,489.58,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Baa1,A-,Direct
'059165EF3,'BBKCR34,USD,UNITED STATES OF AMERICA (THE),BALTIMORE GAS + ELECTRIC,3.35%   01 Jul 2023,7/1/23,3.35,0,75000,77193,74967.75,2225.25,0,77193,74967.75,2225.25,0,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,A3,A-,Direct
'06054AAY5,',USD,UNITED STATES OF AMERICA (THE),BANC OF AMERICA COMMERCIAL MOR,1%   15 Sep 2048,9/15/48,1.0571,900000,882323.76,49345.72,58228.21,-8882.49,0,49345.72,58228.21,-8882.49,0,6/30/17,FIXED INCOME,CMO,CMO,WHOLE LOAN CMOS,Aaa,,Direct
'05951EAM9,'BZ0C2Q0,USD,UNITED STATES OF AMERICA (THE),BANC OF AMERICA FUNDING CORPOR,1%   20 Jan 2047,1/20/47,3.55888,2200000,413504.06,387238.94,469855.13,-82616.19,0,387238.94,469855.13,-82616.19,0,6/30/17,FIXED INCOME,CMO,CMO,WHOLE LOAN CMOS,,NR,Direct
'05964HAC9,'BDG0ZH6,USD,UNITED STATES OF AMERICA (THE),BANCO SANTANDER SA,3.5%   11 Apr 2022,4/11/22,3.5,0,200000,204696,199364,5332,1555.56,204696,199364,5332,1555.56,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Baa2,BBB+,Direct
'05964HAA3,'BD46B34,USD,UNITED STATES OF AMERICA (THE),BANCO SANTANDER SA,1%   11 Apr 2022,4/11/22,2.71761,0,1250000,1288500,1250000,38500,7559.28,1288500,1250000,38500,7559.28,6/30/17,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Baa2,BBB+,Direct
'060505EU4,'BDB49M6,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,1%   29 Dec 2049,12/29/49,6.3,0,100000,112125,100000,12125,1942.5,112125,100000,12125,1942.5,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Ba2,BB+,Direct
'06051GFB0,'BJ7B570,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,4.125%   22 Jan 2024,1/22/24,4.125,0,115000,121354.9,114916.05,6438.85,2095.15,121354.9,114916.05,6438.85,2095.15,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Baa1,BBB+,Direct
'638585BF5,'2603441,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,6.8%   15 Mar 2028,3/15/28,6.8,0,150000,182251.5,151459.5,30792,3003.33,182251.5,151459.5,30792,3003.33,6/30/17,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Baa3,BBB,Direct
